Filename	Artist	Album	Year	Trackno	Title
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax (Starbucks Exclusive)\03. Where Are You Going.mp3	Dave Matthews Band	Live Trax (Starbucks Exclusive)	2007	3	Where Are You Going?
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax (Starbucks Exclusive)\04. You Might Die Trying.mp3	Dave Matthews Band	Live Trax (Starbucks Exclusive)	2007	4	You Might Die Trying
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax (Starbucks Exclusive)\05. #41.mp3	Dave Matthews Band	Live Trax (Starbucks Exclusive)	2007	5	#41
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax (Starbucks Exclusive)\06. Don't Drink The Water.mp3	Dave Matthews Band	Live Trax (Starbucks Exclusive)	2007	6	Don't Drink The Water
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax (Starbucks Exclusive)\07. Grace Is Gone.mp3	Dave Matthews Band	Live Trax (Starbucks Exclusive)	2007	7	Grace Is Gone
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax (Starbucks Exclusive)\08. Pantala Naga Pampa - Rapunzel.mp3	Dave Matthews Band	Live Trax (Starbucks Exclusive)	2007	8	Pantala Naga Pampa/Rapunzel
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax (Starbucks Exclusive)\09. Tripping Billies.mp3	Dave Matthews Band	Live Trax (Starbucks Exclusive)	2007	9	Tripping Billies
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 1\01. Seek Up.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	1	Seek Up
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 1\02. Linus And Lucy.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	2	Linus And Lucy
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 1\03. Pantala Naga Pampa - Rapunzel.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	3	Pantala Naga Pampa/Rapunzel
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 1\04. Satellite.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	4	Satellite
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 1\05. Don't Drink The Water.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	5	Don't Drink The Water
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 1\06. Jimi Thing.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	6	Jimi Thing
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 1\07. Stay (Wasting Time).mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	7	Stay (Wasting Time)
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 2\01. #41.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	1	#41
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 2\02. So Much To Say - Anyone Seen The Bridge.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	2	So Much To Say/Anyone Seen The Bridge
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 2\03. Too Much.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	3	Too Much
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 2\04. Drive In, Drive Out.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	4	Drive In, Drive Out
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 2\05. Tripping Billies.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	5	Tripping Billies
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 2\06. I'll Back You Up.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	6	I'll Back You Up
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 1 (Worcester, MA 12.8.1998)\Disc 2\07. The Last Stop.mp3	Dave Matthews Band	Live Trax Vol. 1 (Worcester, MA 12.8.1998)	1998	7	The Last Stop
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\01. Everyday.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	1	Everyday
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\02. Dream Girl.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	2	Dream Girl
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\03. Crash Into Me.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	3	Crash Into Me
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\04. Hunger For The Great Light.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	4	Hunger For The Great Light
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\05. Louisiana Bayou.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	5	Louisiana Bayou
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\06. When The World Ends.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	6	When The World Ends
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\07. Grey Street.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	7	Grey Street
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\08. The Idea Of You.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	8	The Idea Of You
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\09. So Much To Say.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	9	So Much To Say
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\10. Anyone Seen The Bridge.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	10	Anyone Seen The Bridge
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\11. Too Much.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	11	Too Much
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 1\12. Sister.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	12	Sister
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 2\01. Lie In Our Graves.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	1	Lie In Our Graves
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 2\02. #41.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	2	#41
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 2\03. American Baby Intro.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	3	American Baby Intro
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 2\04. Two Step.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	4	Two Step
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 2\05. Ants Marching.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	5	Ants Marching
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 3\01. Gravedigger.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	1	Gravedigger
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 3\02. Jimi Thing.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	2	Jimi Thing
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 3\03. Stay (Wasting Time).mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	3	Stay (Wasting Time)
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 3\04. Don't Drink The Water.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	4	Don't Drink The Water
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 3\05. Pantala Naga Pampa.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	5	Pantala Naga Pampa
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)\Disc 3\06. Rapunzel.mp3	Dave Matthews Band	Live Trax Vol. 10 (Pavilion Atlantico, Portugal 05.25.2007)	2007	6	Rapunzel
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\01. The Stone.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	1	The Stone
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\02. Rhyme & Reason.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	2	Rhyme & Reason
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\03. Don't Drink The Water.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	3	Don't Drink The Water
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\04. #41.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	4	#41
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\05. Grace Is Gone.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	5	Grace Is Gone
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\06. JTR.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	6	JTR
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\07. What Would You Say.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	7	What Would You Say
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\08. The Maker.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	8	The Maker
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 1\09. All Along The Watchtower.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	9	All Along The Watchtower
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\01. Crash Into Me.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	1	Crash Into Me
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\02. Minarets.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	2	Minarets
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\03. Lie In Our Graves.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	3	Lie In Our Graves
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\04. Bartender.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	4	Bartender
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\05. So Much To Say.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	5	So Much To Say
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\06. Anyone Seen The Bridge.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	6	Anyone Seen The Bridge
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\07. Ants Marching.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	7	Ants Marching
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\08. Digging A Ditch.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	8	Digging A Ditch
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\09. Pantala Naga Pampa.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	9	Pantala Naga Pampa
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)\Disc 2\10. Rapunzel.mp3	Dave Matthews Band	Live Trax Vol. 11 (Saratoga Springs, NY 08.29.2000)	2007	10	Rapunzel
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\01. Warehouse.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	1	Warehouse
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\02. Recently.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	2	Recently
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\03. Dancing Nancies.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	3	Dancing Nancies
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\04. The Song That Jane Likes.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	4	The Song That Jane Likes
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\05. Proudest Monkey (Instrumental).mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	5	Proudest Monkey (Instrumental)
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\06. Satellite.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	6	Satellite
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\07. What Would You Say.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	7	What Would You Say
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\08. Tripping Billies.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	8	Tripping Billies
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 1\09. Drive In Drive Out.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	9	Drive In Drive Out
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 2\01. Typical Situation.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	1	Typical Situation
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 2\02. #36.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	2	#36
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 2\03. Ants Marching.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	3	Ants Marching
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 2\04. #40 (Always).mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	4	#40 (Always)
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)\Disc 2\05. All Along The Watchtower.mp3	Dave Matthews Band	Live Trax Vol. 12 (L.B. Day Amphitheater, Salem 5.5.95)	2008	5	All Along The Watchtower
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\01. Two Step.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	1	Two Step
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\02. Rhyme And Reason.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	2	Rhyme And Reason
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\03. Cornbread.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	3	Cornbread
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\04. Crash Into Me.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	4	Crash Into Me
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\05. One Sweet World.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	5	One Sweet World
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\06. #27 (I Hope You'll Be By Me Then).mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	6	#27 (I Hope You'll Be By Me Then)
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\07. So Damn Lucky.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	7	So Damn Lucky
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\08. Crush.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	8	Crush
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 1\09. Don't Drink The Water.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	9	Don't Drink The Water
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\01. Hey Hey, My My (Into The Black).mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	1	Hey Hey, My My (Into The Black)
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\02. Pay For What You Get.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	2	Pay For What You Get
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\03. Recently - Water Into Wine.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	3	Recently/Water Into Wine
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\04. Tripping Billies.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	4	Tripping Billies
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\05. Grey Street.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	5	Grey Street
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\06. You Might Die Trying.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	6	You Might Die Trying
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\07. Ants Marching.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	7	Ants Marching
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\08. Everyday.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	8	Everyday
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\09. Louisiana Bayou.mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	9	Louisiana Bayou
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)\Disc 2\10. Thank You (Falletin Me Be Mice Elf Agin).mp3	Dave Matthews Band	Live Trax Vol. 13 (Busch Stadium, St. Louis 06.07.2008)	2008	10	Thank You (Falletin Me Be Mice Elf Agin)
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 14 (Nissan Pavillion, Bristow, Virginia, 6-28-08)\101-dave_matthews_band-dont_drink_the_water.mp3	Dave Matthews Band	Live Trax Vol. 14 (Nissan Pavillion, Bristow, Virginia, 6-28-08)	2009	1	don't drink the water
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 14 (Nissan Pavillion, Bristow, Virginia, 6-28-08)\102-dave_matthews_band-old_dirt_hill_(bring_that_beat_back).mp3	Dave Matthews Band	Live Trax Vol. 14 (Nissan Pavillion, Bristow, Virginia, 6-28-08)	2009	2	old dirt hill (bring that beat
c:\music\Musikk\Live Trax 0-16\Dave Matthews Band - Live Trax Vol. 14 (Nissan Pavillion, Bristow, Virginia, 6-28-08)\103-dave_matthews_band-so_damn_lucky.mp3	Dave Matthews Band	Live Trax Vol. 14 (Nissan Pavillion, Bristow, Virginia, 6-28-08)	2009	3	so damn lucky
