Filename	Artist	Album	Year	Trackno	Title
c:\music\Midifiler\Notodden2002\007 Studio om Buddy og Virud.mp3	Tor Ottesen	Notodden2002	0	7	Studio Om Buddy Og Virud
c:\music\Midifiler\Notodden2002\008 Dama Mi.mp3	Kåre Virud Band	Notodden2002	0	8	Dama Mi
c:\music\Midifiler\Notodden2002\009 Studio.mp3	Tor Ottesen	Notodden 2002	0	9	Studio
c:\music\Midifiler\Notodden2002\010 JingleHenrix.mp3		Notodden2002	0	10	Jinglehenrix
c:\music\Midifiler\Notodden2002\011 SSR på Kabel i Norge.mp3	Tor Ottesen	Notodden2002	0	11	SSR på Kabel i Norge
c:\music\Midifiler\Notodden2002\012 HearMeKort.mp3	Louis Armstrong	Notodden2002	0	12	HearMeKort
c:\music\Midifiler\Notodden2002\013 Studio Intro Knut Reiersrud.mp3	Tor Ottesen	Notodden2002	0	13	Studio Intro Knut Reiersrud
c:\music\Midifiler\Notodden2002\014 Hit Me With Your Fingerpicks.mp3	Knut Reiersrud	Notodden2002	0	14	Hit Me With Your Fingerpicks
c:\music\Midifiler\Notodden2002\015 Studio Intro I Can't Stop.mp3	Tor Ottesen	Notodden2002	0	15	Studio Intro I Can't Stop
c:\music\Midifiler\Notodden2002\016 I Can' t Stop.mp3	Knut Reiersrud	Notodden2002	0	16	I Can' t Stop
c:\music\Midifiler\Notodden2002\017 Studio Intro Bjørn Berge.mp3	Tor Ottesen	Notodden2002	0	17	Studio Intro Bjørn Berge
c:\music\Midifiler\Notodden2002\018 Changes.mp3	Bjørn Berge	Notodden22002	0	18	Changes
c:\music\Midifiler\Notodden2002\019 Studio Om Respekt og camp samt Berge.mp3	Tor Ottesen	Notodden2002	0	19	Studio om respekt camp samt Berge
c:\music\Midifiler\Notodden2002\020 Run In On a Groove.mp3	Bjørn Berge		0	20	Run In On a Groove
c:\music\Midifiler\Notodden2002\021 Studio Om reak Bluespris samt Let Me Turn You On.mp3	Tor		0	21	Studio Om Reak Bluespris Samt Let Me Turn You On
c:\music\Midifiler\Notodden2002\022 Let Me Turn You On.mp3	Knut Reiersrud                	SUB                           	1998	22	Let Me Turn You On                 
c:\music\Midifiler\Notodden2002\023 Studio Anna ut og JJ_BM Inn.mp3	Tor		0	23	Studio Let Me...Ut Og Jj&bm Inn
c:\music\Midifiler\Notodden2002\024 The Taj Thing.mp3	Jolly Jumper & Big Moe		0	24	The Taj Thing
c:\music\Midifiler\Notodden2002\025 Studio Intro til Keep on Drinking.mp3	Tor Ottesen		0	25	Studio intro til Keep on Drinking
c:\music\Midifiler\Notodden2002\026 I Keep On Drinking.mp3	Jolly Jumper & Big Moe		0	26	I Keep On Drinking
c:\music\Midifiler\Notodden2002\027 Jingl.mp3			0	27	Jingle
c:\music\Midifiler\Notodden2002\028 JingleWWWScansat.mp3			0	0	Jingle wwwScansat
c:\music\Midifiler\Notodden2002\029 HearMeKort.mp3	Louis Armstrong	Notodden2002	0	12	HearMeKort
c:\music\Midifiler\Notodden2002\030 Studio Arr-Oversikt og Buddy Guy samt Avslutt.mp3	Tor Ottesen		0	30	Studio ArrOversikt samt Buddy Guy og Avslutt
c:\music\Midifiler\Notodden2002\031 First Time I Met The Blues.mp3	Buddy Guy		0	31	First Time I Met The Blues
c:\music\Midifiler\Notodden2002\032 Jingle1.mp3			0	32	Jingle1
c:\music\moe.2016-04-13\01-SmokeSensoryDepravationBank.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	1	01 - Smoke > Sensory Depravation Bank
c:\music\moe.2016-04-13\02-BringYouDown.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	2	02 - Bring You Down
c:\music\moe.2016-04-13\03-AllRoadsLeadToHome.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	3	03 - All Roads Lead To Home
c:\music\moe.2016-04-13\04-DeepThisTime.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	4	04 - Deep This Time
c:\music\moe.2016-04-13\05-RebulaPaperDragonRebula.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	5	05 - Rebula > Paper Dragon > Rebula
c:\music\moe.2016-04-13\06-TimeEdHead.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	6	06 - Time Ed > Head
c:\music\moe.2016-04-13\07-EscapethePinaColadaSong.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	7	07 - Escape (The Pina Colada Song)
c:\music\moe.2016-04-13\08-Mexico.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	8	08 - Mexico
c:\music\moe.2016-04-13\09-YoyMcbain.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	9	09 - YOY > McBain
c:\music\moe.2016-04-13\10-EncoreBreak.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	10	10 - Encore Break
c:\music\moe.2016-04-13\11-Rainshine.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	11	11 - Rainshine
c:\music\moe.2016-04-13\12-Godzilla.flac	moe.	The Crown Room, Crystal Bay Club, Crystal Bay NV, 13-APRIL-2016	0	12	12 - Godzilla
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S1-01.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S1-02.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S1-03.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S1-04.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S1-05.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S1-06.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S1-07.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S1-08.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S2-01.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S2-02.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S2-03.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S2-04.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S2-05.flac			0	0	
c:\music\moe.2016-04-16.moe.AKG\moe04-16-16-S2-06.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S1-01.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S1-02.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S1-03.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S1-04.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S1-05.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S1-06.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S1-07.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S1-08.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S2-01.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S2-02.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S2-03.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S2-04.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S2-05.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S2-06.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S2-07.flac			0	0	
c:\music\moe2016-04-15.akgPortland\moe04-15-16-S2-08.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t01.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t02.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t03.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t04.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t05.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t06.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t07.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t08.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t09.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t10.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d1t11.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t01.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t02.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t03.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t04.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t05.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t06.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t07.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t08.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d2t09.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d3t01.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d3t02.flac			0	0	
c:\music\Musikk\06-17-1992 Floodzone\dmb1992-06-17d3t03.flac			0	0	
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - #41.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	9	#41
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - All Along the Watchtower.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	5	All Along the Watchtower
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Big Eyed Fish.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	2	Big Eyed Fish
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Blackjack.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	5	Blackjack
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Christmas Song.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	6	Christmas Song
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Don't Drink the Water.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	4	Don't Drink the Water
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Everyday.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	8	Everyday
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Grey Street.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	6	Grey Street
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Halloween.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	6	Halloween
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Jimi Thing.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	4	Jimi Thing
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Lie in Our Graves.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	7	Lie in Our Graves
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Seven.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	5	Seven
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Shake Me Like a Monkey.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	1	Shake Me Like a Monkey
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Sister.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	4	Sister
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Spaceman.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	7	Spaceman
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Spoon.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	2	Spoon
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Squirm.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	1	Squirm
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Stay (Wasting Time).flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	3	Stay (Wasting Time)
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Still Water.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	3	Still Water
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Time Bomb.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	1	Time Bomb
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - Warehouse.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	3	Warehouse
c:\music\Musikk\2010-11-19 DMB Live Trax, Volume 28 John Paul Jones Arena, Charlottesville, VA, USA\Dave Matthews Band - You & Me.flac	Dave Matthews Band	2010-11-19: DMB Live Trax, Volume 28: John Paul Jones Arena, Charlottesville, VA, USA	2013	2	You & Me
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 01 - One Week.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	1	One Week
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 02 - The Old Apartment.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	2	The Old Apartment
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 03 - Sound Of Your Voice.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	3	Sound Of Your Voice
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 04 - Bank Job.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	4	Bank Job
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 05 - Too Little Too Late.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	5	Too Little Too Late
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 06 - Adrift.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	6	Adrift
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 07 - For You (acoustic).flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	7	For You (acoustic)
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 08 - Be My Yoko Ono (acoustic).flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	8	Be My Yoko Ono (acoustic)
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 09 - Wind It Up.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	9	Wind It Up
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 10 - Angry People.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	10	Angry People
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 11 - Pinch Me.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	11	Pinch Me
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 12 - Powder Blue.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	12	Powder Blue
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 13 - Brian Wilson.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	13	Brian Wilson
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 14 - Easy.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	14	Easy
c:\music\Musikk\Barenaked%5CLadies\Barenaked Ladies - Talk to the Hand Live in Michigan\Barenaked Ladies - Talk to the Hand Live in Michigan - 15 - If I Had $1000000.flac	Barenaked Ladies	Talk to the Hand Live in Michigan	2007	15	If I Had $1000000
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\01 - Hymn to Red October (main title).flac	Basil Poledouris	The Hunt for Red October	1990	1	Hymn to Red October (main title)
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\02 - Nuclear scam.flac	Basil Poledouris	The Hunt for Red October	1990	2	Nuclear scam
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\03 - Putin's demise.flac	Basil Poledouris	The Hunt for Red October	1990	3	Putin's demise
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\04 - Course two-five-zero.flac	Basil Poledouris	The Hunt for Red October	1990	4	Course two-five-zero
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\05 - Ancestral aid.flac	Basil Poledouris	The Hunt for Red October	1990	5	Ancestral aid
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\06 - Chopper.flac	Basil Poledouris	The Hunt for Red October	1990	6	Chopper
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\07 - Two wives.flac	Basil Poledouris	The Hunt for Red October	1990	7	Two wives
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\08 - Red route I.flac	Basil Poledouris	The Hunt for Red October	1990	8	Red route I
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\09 - Plane crash.flac	Basil Poledouris	The Hunt for Red October	1990	9	Plane crash
c:\music\Musikk\Basil%5CPoledouris\Basil Poledouris - The Hunt for Red October Soundtrack (1990) [FLAC]\10 - Kaboom!!!.flac	Basil Poledouris	The Hunt for Red October	1990	10	Kaboom!!!
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\01 - Glass House.flac	Blackfield	Welcome To My DNA	2011	1	Glass House
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\02 - Go To Hell.flac	Blackfield	Welcome To My DNA	2011	2	Go To Hell
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\03 - Rising Of The Tide.flac	Blackfield	Welcome To My DNA	2011	3	Rising Of The Tide
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\04 - Waving.flac	Blackfield	Welcome To My DNA	2011	4	Waving
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\05 - Far Away.flac	Blackfield	Welcome To My DNA	2011	5	Far Away
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\06 - Dissolving With The Night.flac	Blackfield	Welcome To My DNA	2011	6	Dissolving With The Night
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\07 - Blood.flac	Blackfield	Welcome To My DNA	2011	7	Blood
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\08 - On The Plane.flac	Blackfield	Welcome To My DNA	2011	8	On The Plane
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\09 - Oxygen.flac	Blackfield	Welcome To My DNA	2011	9	Oxygen
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\10 - Zigota.flac	Blackfield	Welcome To My DNA	2011	10	Zigota
c:\music\Musikk\Blackfield\2011_Blackfield - Welcome To My DNA\11 - DNA.flac	Blackfield	Welcome To My DNA	2011	11	DNA
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield (Steven Wilson & Aviv Geffen) - Blackfield.mp3	Blackfield (Steven Wilson & Aviv Geffen)	Blackfield	2005	2	Blackfield
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Blackfield.mp3	Blackfield	Blackfield	2004	2	Blackfield
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Cloudy Now.mp3	Blackfield	Blackfield	2004	8	Cloudy Now
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Glow.mp3	Blackfield	Blackfield	2004	3	Glow
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Hello.mp3	Blackfield	Blackfield	2004	10	Hello
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Lullaby.mp3	Blackfield	Blackfield	2004	5	Lullaby
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Open Mind.mp3	Blackfield	Blackfield	2004	1	Open Mind
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Pain.mp3	Blackfield	Blackfield	2004	6	Pain
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Scars.mp3	Blackfield	Blackfield	2004	4	Scars
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - Summer.mp3	Blackfield	Blackfield	2004	7	Summer
c:\music\Musikk\Blackfield\Blackfield -Blackfield\Blackfield - The Hole In Me.mp3	Blackfield	Blackfield	2004	9	The Hole In Me
c:\music\Musikk\Blackfield\Blackfield -Blackfield\no artist - blackfield - hello.mp3	Blackfield	Blackfield	1997	1	Blackfield - Hello
c:\music\Musikk\Blackfield\[2007] Blackfield II\01 - Once.flac	Blackfield	II	2007	1	Once
c:\music\Musikk\Blackfield\[2007] Blackfield II\02 - 1,00 People.flac	Blackfield	II	2007	2	1,00 People
c:\music\Musikk\Blackfield\[2007] Blackfield II\03 - Miss U.flac	Blackfield	II	2007	3	Miss U
c:\music\Musikk\Blackfield\[2007] Blackfield II\04 - Christenings.flac	Blackfield	II	2007	4	Christenings
c:\music\Musikk\Blackfield\[2007] Blackfield II\05 - This Killer.flac	Blackfield	II	2007	5	This Killer
c:\music\Musikk\Blackfield\[2007] Blackfield II\06 - Epidemic.flac	Blackfield	II	2007	6	Epidemic
c:\music\Musikk\Blackfield\[2007] Blackfield II\07 - My Gift of Silence.flac	Blackfield	II	2007	7	My Gift of Silence
c:\music\Musikk\Blackfield\[2007] Blackfield II\08 - Some Day.flac	Blackfield	II	2007	8	Some Day
c:\music\Musikk\Blackfield\[2007] Blackfield II\09 - Where Is My Love.flac	Blackfield	II	2007	9	Where Is My Love?
c:\music\Musikk\Blackfield\[2007] Blackfield II\10 - End of the World.flac	Blackfield	II	2007	10	End of the World
c:\music\Musikk\Dave Matthews Band - (1997) Live at Red Rocks\101 - Seek Up.ogg	Dave Matthews Band	Live At Red Rocks 8.15.95	1997	1	Seek Up
c:\music\Musikk\Dave Matthews Band - (1997) Live at Red Rocks\102 - Proudest Monkey.ogg	Dave Matthews Band	Live At Red Rocks 8.15.95	1997	2	Proudest Monkey
c:\music\Musikk\Dave Matthews Band - (1997) Live at Red Rocks\103 - Satellite.ogg	Dave Matthews Band	Live At Red Rocks 8.15.95	1997	3	Satellite
c:\music\Musikk\Dave Matthews Band - (1997) Live at Red Rocks\104 - Two Step.ogg	Dave Matthews Band	Live At Red Rocks 8.15.95	1997	4	Two Step
c:\music\Musikk\Dave Matthews Band - (1997) Live at Red Rocks\105 - Best of What's Around.ogg	Dave Matthews Band	Live At Red Rocks 8.15.95	1997	5	Best of What's Around
c:\music\Musikk\Dave Matthews Band - (1997) Live at Red Rocks\106 - Recently.ogg	Dave Matthews Band	Live At Red Rocks 8.15.95	1997	6	Recently
c:\music\Musikk\Dave Matthews Band - (1997) Live at Red Rocks\107 - Lie In Our Graves.ogg	Dave Matthews Band	Live At Red Rocks 8.15.95	1997	7	Lie In Our Graves
